Sample_ID,Alisertib,Arsenic Trioxide,Axitinib,Azacitidine,Dasatinib,Doramapimod,Foretinib,GW-2580,Idelalisib,KI20227,Linifanib,Midostaurin,Motesanib,NVP-TAE684,Pazopanib,Quizartinib,Ruxolitinib,Sorafenib,Sunitinib,Vemurafenib,NF-kB Activation Inhibitor,Cabozantinib,Crizotinib,Cytarabine,Entospletinib,Ibrutinib,JQ1,Nutlin-3,Palbociclib,Panobinostat,Trametinib,Vandetanib,Venetoclax,Artemisinin,AT 101,Birabresib,Birinapant,Bortezomib,GSK2879552,Olaparib,AGI combo,Bosutinib,Nintedanib,Sirolimus,Vatalanib,Vismodegib,PH-797804,AZD5991,Dordaviprone,Telaglenastat,Decitabine
C458,,,,0.348,0.205,0.626,,0.366,0.003,,,,,,,0.388,0.0,,,,,,,0.548,,0.454,,,0.232,,0.446,,0.464,,,0.464,0.0,0.002,,,,,,,,,,0.262,0.31,0.156,0.0
C459,,,,0.166,0.717,0.404,,0.446,0.253,,,,,,,0.278,0.386,,,,,,,0.44,,0.62,,,0.34,,,,0.312,,,0.648,0.194,0.384,,,,,,,,,,0.934,0.284,0.306,0.322
C460,,,,0.338,0.199,0.38,,0.328,0.01,,,,,,,0.852,0.236,,,,,,,0.416,,0.448,,,0.288,,0.516,,0.686,,,0.31,0.018,0.246,,,,,,,,,,0.716,0.186,0.0,0.006
C461,,,,0.41,0.623,0.676,,0.582,0.429,,,,,,,0.47,0.12,,,,,,,0.466,,0.484,,,0.382,,0.69,,0.65,,,0.876,0.152,0.466,,,,,,,,,,0.648,0.284,0.234,0.134
C464,,,,0.0,0.808,0.494,,0.416,0.268,,,,,,,0.332,0.178,,,,,,,0.304,,0.48,,,0.188,,0.478,,0.234,,,0.72,0.336,0.356,,,,,,,,,,0.62,0.202,0.138,0.062
C465,,,,0.296,0.852,0.376,,0.362,0.402,,,,,,,0.0,0.394,,,,,,,0.256,,0.548,,,0.168,,0.382,,0.154,,,0.68,0.258,0.356,,,,,,,,,,0.892,0.212,0.22,0.114
C463,,,,0.0,0.459,0.24,,0.206,0.361,,,,,,,0.406,0.066,,,,,,,0.28,,0.264,,,0.132,,0.462,,0.24,,,0.782,0.584,0.628,,,,,,,,,,0.846,0.196,0.0,0.244
C466,,,,0.0,0.566,0.106,,0.26,0.139,,,,,,,0.426,0.058,,,,,,,0.194,,0.23,,,0.066,,0.53,,0.128,,,0.584,0.398,0.616,,,,,,,,,,0.746,0.106,0.074,0.138
C467,,,,0.19,0.305,0.268,,0.174,0.08,,,,,,,0.232,0.058,,,,,,,0.21,,0.262,,,0.232,,0.438,,0.846,,,0.676,0.446,0.42,,,,,,,,,,0.576,0.276,0.294,0.012
C491,,,,0.188,0.783,0.576,,0.602,0.384,,,,,,,0.684,0.222,,,,,,,0.218,,0.514,,,0.182,,0.576,,0.55,,,0.76,0.248,0.842,,,,,,,,,,0.798,0.356,0.084,0.31
C497,,,,0.194,0.688,0.636,,0.536,0.475,,,,,,,0.61,0.304,,,,,,,0.34,,0.482,,,0.168,,0.606,,0.312,,,0.676,0.194,0.95,,,,,,,,,,0.892,0.232,0.256,0.126
C471,,,,0.134,0.202,0.354,,0.26,0.006,,,,,,,0.168,0.048,,,,,,,0.328,,0.06,,,0.174,,0.332,,0.846,,,0.546,0.412,0.658,,,,,,,,,,0.646,0.186,0.048,0.044
C472,,,,0.0,0.064,0.192,,0.0,0.032,,,,,,,0.374,0.004,,,,,,,0.19,,0.054,,,0.044,,0.0,,0.308,,,0.434,0.122,0.706,,,,,,,,,,0.666,0.108,0.092,0.012
C474,,,,0.046,0.445,0.454,,0.094,0.422,,,,,,,0.248,0.316,,,,,,,0.342,,0.124,,,0.138,,0.768,,0.532,,,0.712,0.252,0.794,,,,,,,,,,0.898,0.192,0.358,0.346
C475,,,,0.04,0.363,0.522,,0.194,0.254,,,,,,,0.106,0.108,,,,,,,0.36,,0.096,,,0.044,,0.706,,0.554,,,0.706,0.23,0.866,,,,,,,,,,0.876,0.262,0.0,0.402
C476,,,,0.0,0.349,0.438,,0.248,0.197,,,,,,,0.29,0.006,,,,,,,0.208,,0.048,,,0.072,,0.364,,0.348,,,0.632,0.194,0.554,,,,,,,,,,0.678,0.162,0.0,0.106
C488,,,,0.09,0.749,0.39,,0.572,0.316,,,,,,,0.584,0.094,,,,,,,0.398,,0.428,,,0.106,,,,0.506,,,0.684,0.108,0.954,,,,,,,,,,0.812,0.282,0.168,0.34
C477,,,,0.0,0.1,0.594,,0.174,0.076,,,,,,,0.326,0.0,,,,,,,0.206,,0.18,,,0.014,,0.606,,0.474,,,0.908,0.2,0.242,,,,,,,,,,0.73,0.142,0.106,0.0
C478,,,,0.0,0.0,0.318,,0.074,0.056,,,,,,,0.238,0.02,,,,,,,0.128,,0.056,,,0.0,,0.242,,0.324,,,0.466,0.37,0.268,,,,,,,,,,0.604,0.134,0.0,0.002
C483,,,,0.16,0.46,0.372,,0.344,0.247,,,,,,,0.47,0.188,,,,,,,0.388,,0.242,,,0.002,,0.376,,0.298,,,0.564,0.4,0.766,,,,,,,,,,0.62,0.158,0.0,0.194
C592,,,,,,,,,,,,,,,,,,,,,,,,0.348,,0.56,,,,,,,0.418,,,,,,,,,,,,,,,,0.198,0.228,0.202
C479,,,,0.0,0.715,0.744,,0.422,0.596,,,,,,,0.486,0.376,,,,,,,0.256,,0.738,,,0.258,,0.73,,0.398,,,0.73,0.26,0.784,,,,,,,,,,0.244,0.198,0.282,0.136
C480,,,,0.0,0.375,0.452,,0.256,0.381,,,,,,,0.208,0.09,,,,,,,0.174,,0.262,,,0.09,,0.726,,0.248,,,0.688,0.44,0.864,,,,,,,,,,0.59,0.294,0.126,0.366
C485,,,,0.04,0.532,0.304,,0.342,0.253,,,,,,,0.474,0.288,,,,,,,0.254,,0.204,,,0.018,,0.166,,0.184,,,0.538,0.404,0.816,,,,,,,,,,0.736,0.184,0.042,0.138
C481,,,,0.0,0.887,0.676,,0.336,0.571,,,,,,,0.39,0.252,,,,,,,0.506,,0.694,,,0.026,,0.5,,0.318,,,0.69,0.516,0.862,,,,,,,,,,0.928,0.19,0.0,0.67
C482,,,,0.154,0.124,0.152,,0.452,0.044,,,,,,,0.768,0.312,,,,,,,0.354,,0.344,,,0.072,,0.0,,0.808,,,0.666,0.07,0.95,,,,,,,,,,0.944,0.428,0.078,0.266
C484,,,,0.044,0.0,0.25,,0.002,0.077,,,,,,,0.218,0.14,,,,,,,0.106,,0.036,,,0.0,,0.624,,0.922,,,0.46,0.082,0.924,,,,,,,,,,0.74,0.132,0.0,0.152
C487,,,,0.654,,,,,,,,,,,,,,,,,,,,,,0.946,,,0.284,,,,0.954,,,,0.104,,,,,,,,,,,0.216,0.8,0.348,0.178
C490,,,,0.108,0.151,0.578,,0.0,0.239,,,,,,,0.544,0.078,,,,,,,0.3,,0.246,,,0.122,,0.512,,0.386,,,0.626,0.636,0.83,,,,,,,,,,0.916,0.262,0.0,0.164
C492,,,,0.034,0.315,0.396,,0.314,0.193,,,,,,,0.584,0.142,,,,,,,0.3,,0.208,,,0.024,,0.682,,0.062,,,0.712,0.45,0.666,,,,,,,,,,0.824,0.182,0.33,0.21
C493,,,,0.28,0.004,0.27,,0.288,0.039,,,,,,,0.398,0.1,,,,,,,0.336,,0.242,,,0.038,,0.184,,0.64,,,0.292,0.03,0.806,,,,,,,,,,0.702,0.068,0.214,0.068
C593,,,,,,,,,,,,,,,,,,,,,,,,,,0.354,,,,,,,0.428,,,,,,,,,,,,,,,,0.282,0.338,
C494,,,,0.116,0.0,0.418,,0.138,0.19,,,,,,,0.902,0.306,,,,,,,0.16,,0.472,,,0.218,,0.748,,0.954,,,0.864,0.14,0.858,,,,,,,,,,0.856,0.28,0.208,0.164
C495,,,,0.204,0.0,0.65,,0.0,0.022,,,,,,,0.6,0.394,,,,,,,0.234,,0.266,,,0.06,,0.0,,0.384,,,0.954,0.392,0.658,,,,,,,,,,0.58,0.106,0.0,0.022
C498,,,,0.0,0.294,0.368,,0.158,0.071,,,,,,,0.356,0.014,,,,,,,0.062,,0.012,,,0.0,,0.644,,0.534,,,0.362,0.0,0.658,,,,,,,,,,0.784,0.224,0.0,0.01
C499,,,,0.008,0.267,0.212,,0.186,0.248,,,,,,,0.348,0.11,,,,,,,0.338,,0.076,,,0.054,,0.558,,0.204,,,0.49,0.262,0.82,,,,,,,,,,0.732,0.176,0.05,0.352
C500,,,,0.016,0.231,0.184,,0.106,0.088,,,,,,,0.284,0.086,,,,,,,0.318,,0.078,,,0.09,,0.534,,0.19,,,0.422,0.302,0.812,,,,,,,,,,0.798,0.13,0.0,0.322
C594,,,,,,,,,,,,,,,,,,,,,,,,0.064,,0.046,,,,,,,0.0,,,,,,,,,,,,,,,,0.37,0.0,0.002
C501,,,,0.0,0.421,0.662,,0.2,0.327,,,,,,,0.428,0.57,,,,,,,0.312,,0.324,,,0.0,,0.77,,0.092,,,0.754,0.218,0.61,,,,,,,,,,0.612,0.174,0.108,0.37
C502,,,,0.002,0.036,0.514,,0.0,0.331,,,,,,,0.408,0.046,,,,,,,0.0,,0.0,,,0.0,,0.954,,0.0,,,0.118,0.0,0.186,,,,,,,,,,0.702,0.884,0.0,0.0
C503,,,,0.006,0.656,0.482,,0.306,0.339,,,,,,,0.55,0.398,,,,,,,0.378,,0.342,,,0.0,,0.576,,0.238,,,0.814,0.202,0.896,,,,,,,,,,0.81,0.22,0.0,0.432
HC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
